ID,Source,Severity,Start_Time,End_Time,Start_Lat,Start_Lng,End_Lat,End_Lng,Distance(mi),Description,Street,City,County,State,Zipcode,Country,Timezone,Airport_Code,Weather_Timestamp,Temperature(F),Wind_Chill(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Direction,Wind_Speed(mph),Precipitation(in),Weather_Condition,Amenity,Bump,Crossing,Give_Way,Junction,No_Exit,Railway,Roundabout,Station,Stop,Traffic_Calming,Traffic_Signal,Turning_Loop,Sunrise_Sunset,Civil_Twilight,Nautical_Twilight,Astronomical_Twilight
A-5355916,Source1,2,2022-02-25 10:18:00,2022-02-25 12:00:44,41.78959965685944,-71.50690913166282,41.76073965685944,-71.48100913166282,2.399,Incident on I-295 SB near RI-7 Right shoulder closed.,I-295,Johnston,Providence,RI,02919,US,US/Eastern,KSFZ,2022-02-25 10:12:00,28.0,19.0,93.0,29.57,1.0,NE,10.0,0.04,Light Snow,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-7636913,Source1,2,2018-01-23 13:00:59,2018-01-23 19:00:59,37.69045,-122.08924,37.69045,-122.08924,0.0,At Strobridge Ave - Accident.,I-580 E,Castro Valley,Alameda,CA,94546,US,US/Pacific,KHWD,2018-01-23 12:54:00,55.9,,64.0,30.26,10.0,Calm,,,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1863268,Source2,2,2019-10-04 07:40:59,2019-10-04 08:40:41,41.346176,-73.651749,,,0.0,Left lane blocked due to accident on I-684 Southbound after Exit 8 CR-138 Hardscrabble Rd.,I-684 S,North Salem,Westchester,NY,10560,US,US/Eastern,KDXR,2019-10-04 07:53:00,52.0,52.0,97.0,29.48,10.0,VAR,3.0,0.0,Partly Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-988736,Source2,2,2021-06-27 10:04:20,2021-06-27 10:34:05,37.992348,-121.252701,,,0.0,Accident on CA-99 Northbound at Exit 256 Cherokee Rd.,CA-99 N,Stockton,San Joaquin,CA,95215,US,US/Pacific,KSCK,2021-06-27 09:55:00,74.0,74.0,53.0,29.75,10.0,NW,6.0,0.0,Fair,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-4484556,Source1,2,2022-05-13 17:58:30,2022-05-13 20:00:41,38.592822,-121.382907,38.596225,-121.382905,0.235,Slow traffic from Hurley Way/San Ysidro Way (Watt Ave) to El Camino Ave (Watt Ave) due to accident., Watt Ave,Sacramento,Sacramento,CA,95864-2962,US,US/Pacific,KMHR,2022-05-13 17:55:00,81.0,81.0,28.0,29.95,10.0,NW,12.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2580631,Source2,2,2018-09-11 23:52:08,2018-09-12 00:21:50,37.701206,-121.740738,,,0.0,Accident on 1st St near I-580.,1st St,Livermore,Alameda,CA,94551,US,US/Pacific,KLVK,2018-09-11 23:53:00,57.0,,77.0,29.86,10.0,West,6.9,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-672206,Source2,2,2022-03-18 14:11:35,2022-03-18 15:01:00,33.70681,-78.920731,,,0.0,Two lanes blocked due to crash on US-17 Northbound at Pine Island Rd.,Highway 17 Byp S,Myrtle Beach,Horry,SC,29577-6661,US,US/Eastern,KMYR,2022-03-18 13:56:00,69.0,69.0,75.0,30.05,10.0,SE,10.0,0.0,Fair,False,False,False,False,True,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-6485756,Source1,2,2021-02-15 11:45:41,2021-02-15 13:15:00,38.961365,-94.728286,38.959339,-94.730242,0.175,Incident on I-35 SB near 95TH ST Right lane blocked. Expect delays.,I-35 S,Lenexa,Johnson,KS,66215,US,US/Central,KOJC,2021-02-15 11:49:00,-6.0,-26.0,77.0,29.17,0.75,N,14.0,0.0,Light Snow,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-5325990,Source1,2,2022-09-24 23:45:49.000000000,2022-09-25 02:08:48.000000000,35.745672,-78.584257,35.74552,-78.583845,0.025,Incident on ROCK QUARRY RD near HOUSE 3801 Drive with caution., Rock Quarry Rd,Raleigh,Wake,NC,27610-5124,US,US/Eastern,KRDU,2022-09-24 23:51:00,66.0,66.0,52.0,29.57,10.0,S,3.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-1037479,Source2,2,2021-05-20 08:33:53,2021-05-20 10:01:42,32.989719,-80.10083,,,0.0,Accident on US-78 at College Park Rd.,College Park Rd,Ladson,Berkeley,SC,29456-3517,US,US/Eastern,KCHS,2021-05-20 08:56:00,73.0,73.0,64.0,30.34,10.0,ENE,8.0,0.0,Partly Cloudy,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-6794839,Source1,2,2020-10-30 13:50:00,2020-10-30 15:35:00,30.655467,-87.925775,30.655092,-87.91679599999998,0.534,Incident on I-10 EB near MM 32 Right lane blocked. Expect delays.,I-10 E,Daphne,Baldwin,AL,36527,US,US/Central,KBFM,2020-10-30 13:50:00,63.0,63.0,59.0,30.13,10.0,N,14.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-6859347,Source1,2,2020-12-10 20:19:35,2020-12-10 22:04:35,42.563599,-124.384621,42.545239,-124.396041,1.395,Incident on US-101 SB near MP 317 Drive with caution.,Euchre Creek Rd,Gold Beach,Curry,OR,97444,US,US/Pacific,KBOK,2020-12-10 20:28:00,43.0,43.0,100.0,29.69,10.0,VAR,3.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-1481624,Source2,2,2020-06-19 10:31:17,2020-06-19 11:39:00,35.241806,-80.984314,,,0.0,Accident on US-29 Wilkinson Blvd Westbound at Sam Wilson Rd.,Wilkinson Blvd,Charlotte,Mecklenburg,NC,28214-9053,US,US/Eastern,KCLT,2020-06-19 10:52:00,73.0,73.0,79.0,29.33,10.0,WSW,5.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-4252561,Source1,2,2022-08-13 20:39:00,2022-08-14 00:45:47,45.939484,-122.67807,45.939421,-122.677775,0.015,Incident on WA-503 SB near MP 49 Expect delays., Lewis River Rd,Woodland,Cowlitz,WA,98674-9615,US,US/Pacific,KSPB,2022-08-13 20:53:00,68.0,68.0,65.0,30.07,10.0,NNW,5.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day
A-2181958,Source2,2,2019-04-22 12:46:16,2019-04-22 13:46:06,39.044041,-120.977798,,,0.0,Accident on Weimar Cross Rd at Meadow Oaks Ln.,W Weimar Cross Rd,Colfax,Placer,CA,95713,US,US/Pacific,KGOO,2019-04-22 12:55:00,73.0,73.0,13.0,26.86,10.0,N,10.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-3533962,Source1,2,2016-10-31 07:32:45,2016-10-31 13:32:45,38.56637,-121.33579,38.56363,-121.34153,0.363,At Bradshaw Rd - Accident.,El Dorado Fwy W,Sacramento,Sacramento,CA,95827,US,US/Pacific,KMHR,2016-10-31 07:45:00,48.2,,100.0,30.08,10.0,Calm,,,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-6863668,Source1,2,2020-12-18 02:19:00,2020-12-18 06:06:05,39.931827,-122.033088,39.931531,-122.032735,0.028,JWO. RPS VEH IS DRIVEABLE,CA-99,Corning,Tehama,CA,96021,US,US/Pacific,KRBL,2020-12-18 01:54:00,41.0,41.0,70.0,29.88,10.0,NNE,3.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-4352274,Source1,2,2022-09-06 14:22:05,2022-09-06 17:02:09,40.746199,-74.16715,40.730727,-74.168626,1.072,Stationary traffic on NJ-21 from I-280 (NJ-21) to South St (NJ-21) due to accident., McCarter Hwy,Newark,Essex,NJ,07102-4607,US,US/Eastern,KEWR,2022-09-06 14:32:00,70.0,70.0,93.0,29.96,3.0,VAR,3.0,0.04,Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-47091,Source2,3,2016-07-07 11:54:37,2016-07-07 12:24:37,34.201111,-118.473412,,,0.0,Right hand shoulder blocked due to accident on I-405 Southbound at Exits 66 66A 66B Haskell Ave.,I-405 N,Van Nuys,Los Angeles,CA,91406,US,US/Pacific,KVNY,2016-07-07 11:51:00,77.0,,54.0,29.95,9.0,Variable,3.5,,Clear,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1224350,Source2,2,2020-12-17 08:14:36,2020-12-17 09:43:00,40.215,-75.556938,,,0.0,Accident on Main St at Linfield Trappe Rd.,Main St,Linfield,Montgomery,PA,19468-1106,US,US/Eastern,KPTW,2020-12-17 07:54:00,26.0,18.0,78.0,29.56,10.0,NNW,8.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-220360,Source2,3,2016-07-27 04:07:36,2016-07-27 05:26:36,42.027023,-71.257271,,,0.0,Left lane closed due to serious accident on I-495 Blue Star Memorial Hwy Southbound after I-95.,I-95 S,Foxboro,Norfolk,MA,02035,US,US/Eastern,KOWD,2016-07-27 03:53:00,60.1,,90.0,29.9,10.0,ESE,4.6,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Day
A-2864272,Source2,2,2018-04-04 08:46:35,2018-04-04 09:46:20,27.744835,-82.646561,,,0.0,Accident on Dr Martin Luther King Jr St at 26th Ave.,26th Ave S,Saint Petersburg,Pinellas,FL,33705-3029,US,US/Eastern,KSPG,2018-04-04 08:53:00,75.0,,76.0,30.04,9.0,East,3.5,,Partly Cloudy,False,False,True,False,False,False,False,False,True,False,False,True,False,Day,Day,Day,Day
A-1047113,Source2,2,2021-05-13 07:55:14,2021-05-13 08:44:30,30.243240000000004,-92.066261,,,0.0,Accident on Willow St at LA-3184 Ambassador Caffery Pkwy.,Ambassador Caffery Pkwy,Scott,Lafayette,LA,70583-5337,US,US/Central,KLFT,2021-05-13 07:53:00,66.0,66.0,84.0,30.15,10.0,NNE,9.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-2333501,Source2,3,2019-01-14 00:34:50,2019-01-14 01:04:12,42.380684,-83.236954,,,0.0,Left hand shoulder blocked and left lane blocked due to accident on I-96 Westbound at Exit 183 M-39.,Edward J Jeffries Fwy,Detroit,Wayne,MI,48223,US,US/Eastern,KVLL,2019-01-14 00:35:00,19.6,,76.0,30.35,10.0,Calm,,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-7100988,Source1,2,2020-06-19 15:07:00,2020-06-19 15:43:45,37.882606,-122.051683,37.882606,-122.051683,0.0,At S Main St - Accident.,I-680 N,Walnut Creek,Contra Costa,CA,94596,US,US/Pacific,KCCR,2020-06-19 14:53:00,88.0,88.0,28.0,29.79,10.0,WNW,14.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-5814449,Source1,2,2021-10-08 22:35:00,2021-10-08 23:50:09,29.678072,-82.984202,29.68287,-82.99710999999998,0.843,Incident on NE 389 AVE near NE HIGHWAY 349 Expect delays., NE Highway 349,Old Town,Dixie,FL,32680-5309,US,US/Eastern,KCTY,2021-10-08 22:35:00,76.0,76.0,97.0,29.93,10.0,ESE,3.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-4319123,Source1,2,2022-12-03 05:34:00,2022-12-03 05:44:30,36.148487,-86.74557800000002,36.151409,-86.751244,0.375,Slow traffic on I-40 W - I-24 W from Fesslers Ln/Exit 212 (I-24/I-40) to Fairfield Ave/Exit 212 (TN-24/I-40) due to accident.,I-24 W,Nashville,Davidson,TN,37210,US,US/Central,KBNA,2022-12-03 05:40:00,60.0,60.0,90.0,29.56,8.0,SSW,10.0,0.02,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Day
A-3573845,Source1,4,2017-02-23 15:03:52,2017-02-23 21:03:52,30.589675,-87.00607099999998,30.578182,-87.020912,1.187,Closed between I-10 and CR-89/Exit 28 - Road closed due to accident.,FL-8 W,Milton,Santa Rosa,FL,32583,US,US/Central,KNFJ,2017-02-23 14:58:00,74.0,74.0,54.0,29.7,10.0,SSE,9.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-5722358,Source1,2,2021-10-15 09:19:00,2021-10-15 11:26:29,39.013212,-122.632972,39.012573,-122.630148,0.158,Accident on Milano Ct (CA-20) from Whisner Ct/Red Rock Rd (CA-20) to CA-20., E Highway 20,Clearlake Oaks,Lake,CA,95423-9630,US,US/Pacific,KUKI,2021-10-15 08:56:00,49.0,49.0,64.0,29.54,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-4939875,Source1,2,2023-02-06 07:18:30.000000000,2023-02-06 08:50:30.000000000,40.743498,-111.680834,40.713788,-111.824893,7.817,Slow traffic on I-80 W from Lambs Canyon Rd/Exit 137 (I-80) to 2300/Exit 127 (I-80) due to accident.,I-80 W,Salt Lake City,Salt Lake,UT,84108,US,US/Mountain,KSLC,2023-02-06 07:17:00,32.0,32.0,88.0,25.78,4.0,ENE,3.0,0.0,Light Snow,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day
A-6539872,Source1,2,2021-02-01 22:55:00,2021-02-02 01:10:20,28.554164,-81.475942,28.55353400000001,-81.475964,0.044,Incident on HIAWASSEE RD near RIVER OAKS DR Drive with caution., N Hiawassee Rd,Orlando,Orange,FL,32818,US,US/Eastern,KORL,2021-02-01 22:53:00,47.0,40.0,54.0,29.83,10.0,WNW,16.0,0.0,Cloudy,False,False,True,False,False,False,False,False,True,False,False,False,False,Night,Night,Night,Night
A-3444489,Source1,2,2016-07-23 17:56:27,2016-07-23 23:56:27,44.93057,-93.4291,44.93046,-93.42928,0.012,At CR-61/Shady Oak Rd - Accident., Highway 7,Hopkins,Hennepin,MN,55305,US,US/Central,KFCM,2016-07-23 17:53:00,75.0,,84.0,29.8,10.0,East,10.4,0.0,Overcast,False,False,True,False,False,False,False,False,True,False,False,True,False,Day,Day,Day,Day
A-2711542,Source2,2,2018-07-19 05:50:57,2018-07-19 06:35:28,39.716686,-74.960037,,,0.0,Accident on Short Ct at Hargrove St.,Hargrove St,Sicklerville,Camden,NJ,08081,US,US/Eastern,KVAY,2018-07-19 05:54:00,57.9,,93.0,30.05,10.0,Calm,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-789257,Source2,2,2021-12-07 18:53:04,2021-12-07 20:15:18,37.385242,-121.974876,,,0.0,Slow lane blocked due to accident on US-101 Northbound before Great America Pkwy.,Bayshore Fwy N,Santa Clara,Santa Clara,CA,95054,US,US/Pacific,KSJC,2021-12-07 18:53:00,54.0,54.0,83.0,29.97,9.0,CALM,0.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-7661088,Source1,4,2017-11-17 22:28:38,2017-11-18 04:28:38,30.16381,-81.55408,30.15786,-81.55045,0.465,Ramp closed to Exit 61A - Road closed due to accident.,I-95 S,Jacksonville,Duval,FL,32258,US,US/Eastern,KNIP,2017-11-17 22:53:00,63.0,,90.0,30.09,10.0,North,8.1,,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-1796326,Source2,2,2019-11-04 13:21:18,2019-11-04 14:10:27,25.734259,-80.385193,,,0.0,2nd and 3rd lane blocked due to accident on FL-821 Florida's Tpke Northbound at Exit 23 40th St.,SW 117th Ct,Miami,Miami-Dade,FL,33175,US,US/Eastern,KTMB,2019-11-04 12:53:00,85.0,85.0,63.0,30.02,10.0,ESE,13.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1863127,Source2,3,2019-10-04 17:55:11,2019-10-04 18:54:45,41.934139,-71.319275,,,0.0,Accident on I-95 Southbound before Exits 3 3A 3B MA-123.,South Ave,Attleboro,Bristol,MA,02703,US,US/Eastern,KSFZ,2019-10-04 17:56:00,53.0,53.0,55.0,29.67,10.0,N,7.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-5020021,Source1,2,2022-02-25 10:05:00,2022-02-25 18:18:04,33.163155,-117.342362,33.073996,-117.29507,6.7410000000000005,Stationary traffic on San Diego Fwy S - I-5 S from Las Flores Dr (I-5) to Leucadia Blvd (I-5) due to accident.,Carlsbad Village Dr,Carlsbad,San Diego,CA,92008,US,US/Pacific,KCRQ,2022-02-25 09:53:00,54.0,,29.0,29.85,,,,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2961888,Source2,2,2018-03-22 17:33:25,2018-03-22 18:18:19,38.046539,-84.498871,,,0.0,Accident on US-60 Vine St at Upper St.,S Upper St,Lexington,Fayette,KY,40507-1645,US,US/Eastern,KLEX,2018-03-22 17:54:00,43.0,36.8,47.0,30.31,10.0,WNW,11.5,,Clear,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-865231,Source2,2,2021-10-12 08:33:38,2021-10-12 09:18:17,34.49498,-82.535759,,,0.0,Accident on Pea Creek Rd at US-76.,Pea Creek Rd,Belton,Anderson,SC,29627-8752,US,US/Eastern,KAND,2021-10-12 08:56:00,64.0,64.0,93.0,29.3,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-66671,Source2,3,2016-10-24 14:03:35,2016-10-24 14:48:20,34.166946,-118.299896,,,0.01,Right hand shoulder blocked due to accident on I-5 Southbound near Exit 145A Western Ave.,Golden State Fwy S,Glendale,Los Angeles,CA,91201,US,US/Pacific,KBUR,2016-10-24 13:53:00,73.9,,46.0,30.01,10.0,SSE,10.4,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-3199766,Source2,3,2017-11-22 11:24:16,2017-11-22 11:53:45,42.984756,-83.73317,,,0.0,Accident on I-69 Southbound after I-75.,I-75 N,Flint,Genesee,MI,48507,US,US/Eastern,KFNT,2017-11-22 11:53:00,30.9,22.8,59.0,30.3,10.0,NW,9.2,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1383193,Source2,3,2020-07-11 17:26:52,2020-07-11 19:06:23,29.729679,-95.46344,,,0.0,Two lanes blocked and right hand shoulder blocked due to accident on I-69 Southbound at I-610 Exits 8A 8C 9 9A.,McCue Rd,Houston,Harris,TX,77056,US,US/Central,KMCJ,2020-07-11 17:53:00,97.0,97.0,40.0,29.9,10.0,S,3.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-4554087,Source1,2,2023-01-05 15:20:30.000000000,2023-01-05 16:00:30.000000000,40.066651,-76.30713100000001,40.076992,-76.308808,0.72,Stationary traffic on PA-501 from US-222/PA-272/Fordney Rd/Oregon Pike (Lititz Pike/PA-501) to PA-722/Valley Rd/Petersburg Rd (Lititz Pike/PA-501) due to accident., Lititz Pike,Lancaster,Lancaster,PA,17601-6505,US,US/Eastern,KLNS,2023-01-05 14:53:00,59.0,59.0,55.0,29.47,10.0,E,7.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-5953574,Source1,2,2021-10-07 16:11:53,2021-10-07 17:29:43,25.596081,-80.352231,25.596084,-80.353082,0.053,Incident on SW 186TH ST near LENAIRE DR Drive with caution., SW 186th St,Miami,Miami-Dade,FL,33157,US,US/Eastern,KTMB,2021-10-07 15:53:00,89.0,89.0,63.0,30.0,10.0,ESE,13.0,0.0,Fair,False,False,True,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-7034796,Source1,3,2020-05-16 23:15:09,2020-05-16 23:30:09,34.032779999999995,-118.22018,34.032779999999995,-118.22018,0.0,At CA-60/Soto St - Accident.,US-101 S,Los Angeles,Los Angeles,CA,90023,US,US/Pacific,KCQT,2020-05-16 22:52:00,68.0,68.0,59.0,29.66,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-5653837,Source1,2,2021-04-27 15:03:00.000000000,2021-04-27 16:34:30.000000000,40.254235,-76.811374,40.255552,-76.82948499999998,0.959,Slow traffic on I-83 S from US-322/Derry St/Exit 47 (I-83) to Paxton St/Exit 45 (I-83) due to accident.,I-83 S,Harrisburg,Dauphin,PA,17111,US,US/Eastern,KCXY,2021-04-27 14:56:00,77.0,77.0,32.0,29.56,10.0,E,6.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1109137,Source2,2,2021-03-23 13:34:00,2021-03-23 14:17:08,36.961926,-76.51933299999997,,,8.710000038146973,Right lane blocked and right hand shoulder blocked due to accident on US-17 James River Brg Southbound from US-60 to Kings Cove Way.,Carrollton Blvd,Carrollton,Isle of Wight,VA,23314-3205,US,US/Eastern,KPHF,2021-03-23 13:36:00,59.0,59.0,81.0,30.15,10.0,ENE,17.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,True,False,False,False,Day,Day,Day,Day
A-4320614,Source1,2,2022-01-31 15:37:00.000000000,2022-01-31 17:08:40.000000000,33.876712,-98.529527,33.878028,-98.529255,0.092,Incident on KEMP BLVD near AVENUE Y Drive with caution., Kemp Blvd,Wichita Falls,Wichita,TX,76308-1837,US,US/Central,KCWC,2022-01-31 15:40:00,71.0,71.0,30.0,28.76,10.0,S,13.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-535820,Source2,4,2022-08-16 16:43:23,2022-08-16 17:12:27,39.162334,-84.510544,,,2.3499999046325684,Three lanes blocked due to crash on I-75 Southbound from Exit 7 OH-562 to Exit 6 Mitchell Ave.,I-75,Cincinnati,Hamilton,OH,45217,US,US/Eastern,KLUK,2022-08-16 16:53:00,81.0,81.0,50.0,29.45,10.0,NE,12.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-434881,Source2,3,2017-05-03 11:10:28,2017-05-03 11:40:00,29.780581,-95.454178,,,0.01,Right hand shoulder blocked due to accident on I-610 Westbound at Exits 10B 11 I-10.,US-90 E,Houston,Harris,TX,77024,US,US/Central,KMCJ,2017-05-03 11:15:00,82.4,,74.0,29.77,3.0,SSW,9.2,,Mostly Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-5867168,Source1,2,2021-11-06 11:18:51,2021-11-06 12:19:49,34.715385999999995,-82.498114,34.696608000000005,-82.503344,1.331,Slow traffic on I-85 S - US-29 S from SC-143/Exit 39 (I-85) to US-29/Exit 34 (I-85) due to accident.,I-85 S,Piedmont,Anderson,SC,29673,US,US/Eastern,KGYH,2021-11-06 11:47:00,46.0,39.0,50.0,29.22,10.0,NNE,20.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1450201,Source2,2,2020-05-27 04:42:46,2020-05-27 05:12:20,34.542809000000005,-117.914108,,,0.0,Lane blocked due to accident on Avenue T at 121st St.,121st St E,Littlerock,Los Angeles,CA,93543,US,US/Pacific,KPMD,2020-05-27 04:53:00,68.0,68.0,40.0,27.28,10.0,S,8.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day
A-3898758,Source1,2,2022-02-07 08:29:00,2022-02-07 11:30:00,41.012531,-73.641196,41.035821,-73.593738,2.951,Stationary traffic on I-95 N from Delavan Ave/Exit 2 (I-95) to US-1/Exit 5 (I-95) due to accident.,I-95 N,Greenwich,Fairfield,CT,06830,US,US/Eastern,KHPN,2022-02-07 08:56:00,31.0,31.0,89.0,29.86,1.0,CALM,0.0,0.01,Light Snow,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2937852,Source2,2,2018-03-11 07:40:28,2018-03-11 08:10:09,38.220692,-122.607536,,,0.0,Slow lane blocked due to accident on US-101 Northbound at Exit 472A Kastania Rd.,Kastania Rd,Petaluma,Sonoma,CA,94952,US,US/Pacific,KO69,2018-03-11 07:35:00,44.6,,100.0,30.07,0.2,Calm,,,Fog,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-4378931,Source1,2,2022-11-10 11:32:00,2022-11-10 12:01:00,30.413945,-81.657205,30.403912,-81.660402,0.7190000000000001,Slow traffic on I-95 S from Clark Rd (I-95) to FL-105/Heckscher Dr/Exit 358 (I-95) due to accident.,I-95 S,Jacksonville,Duval,FL,32218,US,US/Eastern,KJAX,2022-11-10 11:32:00,76.0,76.0,91.0,29.6,4.0,E,28.0,0.16,Light Rain / Windy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-243087,Source2,3,2016-11-21 08:45:11,2016-11-21 09:29:47,38.656441,-77.279388,,,0.01,Accident on I-95 Southbound after Exits 158 158A 158B VA-294 Prince William Pkwy.,I-95 N,Woodbridge,Prince William,VA,22191,US,US/Eastern,KDAA,2016-11-21 08:58:00,37.2,26.4,39.0,30.0,10.0,WNW,21.9,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-3230577,Source2,2,2017-10-07 07:31:01,2017-10-07 08:00:26,35.75196500000001,-78.877083,,,0.0,Accident on Williams Street at NC-55 Williams St.,W Williams St,Apex,Wake,NC,27523-9300,US,US/Eastern,KRDU,2017-10-07 07:28:00,60.1,,100.0,30.11,10.0,Calm,,,Scattered Clouds,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-264081,Source2,2,2016-12-13 09:37:03,2016-12-13 10:05:56,32.647675,-96.823143,,,0.01,Accident on I-35E Serv Northbound at Wheatland Rd.,US-77 N,Dallas,Dallas,TX,75232,US,US/Central,KRBD,2016-12-13 09:53:00,50.0,,100.0,30.05,0.2,North,8.1,,Fog,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-4333015,Source1,2,2022-05-26 21:43:15,2022-05-26 23:53:24,40.890496,-74.07033100000002,40.888217,-74.069289,0.1669999999999999,Incident on SR-17 near SR-17 Expect long delays., Essex St,Lodi,Bergen,NJ,07644-2702,US,US/Eastern,KTEB,2022-05-26 21:51:00,67.0,67.0,70.0,30.1,10.0,S,8.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Day
A-2310055,Source2,2,2019-02-27 07:33:37,2019-02-27 08:03:28,41.159214,-95.938858,,,0.0,Accident on US-75 at Cornhusker Rd.,US-75 S,Bellevue,Sarpy,NE,68123,US,US/Central,KOFF,2019-02-27 07:41:00,8.6,-4.7,85.0,30.46,10.0,WNW,9.2,,Light Snow,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
