ID,Source,Severity,Start_Time,End_Time,Start_Lat,Start_Lng,Distance(mi),Description,Street,City,County,State,Zipcode,Country,Timezone,Airport_Code,Weather_Timestamp,Temperature(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Direction,Wind_Speed(mph),Weather_Condition,Amenity,Bump,Crossing,Give_Way,Junction,No_Exit,Railway,Roundabout,Station,Stop,Traffic_Calming,Traffic_Signal,Turning_Loop,Sunrise_Sunset,Civil_Twilight,Nautical_Twilight,Astronomical_Twilight,Duration_sec,Year,Month,Hour,DayOfWeek
A-6329188,Source1,2,2021-10-21 15:20:00,2021-10-21 17:21:57,25.966722,-80.16575300000002,0.19,Slow traffic on FL-854 from NE 203 St exit [16] to I-95 S due to accident.,I-95 S,Miami,Miami-Dade,FL,33179,US,US/Eastern,KHWO,2021-10-21 14:53:00,86.0,55.0,30.07,10.0,E,13.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,7317.0,2021,10,15,Thursday
A-6582083,Source1,2,2020-12-23 22:01:00,2020-12-24 00:01:35,44.57216500000001,-95.712248,0.664,Accident on CR-9 (MN-23) from CR-22/340th St (MN-23) to MN-23., State Highway 23,Cottonwood,Lyon,MN,56229-1166,US,US/Central,KGDB,2020-12-23 21:55:00,4.0,74.0,28.78,7.0,NW,30.0,Fair / Windy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,7235.0,2020,12,22,Wednesday
A-790730,Source2,2,2021-12-07 07:18:55,2021-12-07 08:19:57,40.626991,-74.30432900000002,0.0,Accident on Garden State Pkwy Northbound at Exit 135 CR-613 Central Ave.,Garden State Pkwy N,Clark,Union,NJ,07066,US,US/Eastern,KLDJ,2021-12-07 07:15:00,35.0,54.0,30.13,10.0,W,7.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,3662.0,2021,12,7,Tuesday
A-7389356,Source1,2,2019-09-17 10:31:00,2019-09-17 11:05:42,34.298616,-117.457156,0.0,At Cleghorn Rd - Accident.,Barstow Fwy N,San Bernardino,San Bernardino,CA,92407,US,US/Pacific,KSBD,2019-09-17 09:50:00,75.0,24.0,28.76,10.0,CALM,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2082.0,2019,9,10,Tuesday
A-3637695,Source1,2,2017-06-15 15:57:31,2017-06-15 21:57:31,32.937219,-117.228852,0.232,At Ted Williams Pkwy - Accident.,Carmel Creek Rd,San Diego,San Diego,CA,92130,US,US/Pacific,KNKX,2017-06-15 15:55:00,84.9,29.0,29.88,10.0,NW,10.4,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,21600.0,2017,6,15,Thursday
A-1730815,Source2,2,2019-12-22 00:47:49,2019-12-22 01:16:39,40.687199,-73.595047,1.4299999475479126,Right and center lane blocked due to accident on Southern Pkwy Eastbound from Exits 20N 20S Baldwin Rd to Exit 21 Brookside Ave.,Nassau Rd,Uniondale,Nassau,NY,11553-3256,US,US/Eastern,KFRG,2019-12-22 00:53:00,28.0,81.0,30.28,10.0,CALM,0.0,Fair,False,False,True,False,False,False,False,False,False,False,False,True,False,Night,Night,Night,Night,1730.0,2019,12,0,Sunday
A-3150726,Source2,3,2017-12-27 17:10:33,2017-12-27 17:40:23,42.944172,-83.681404,0.0,Accident on I-475 Southbound before Exit 2 Hill Rd.,E Hill Rd,Flint,Genesee,MI,48507,US,US/Eastern,KFNT,2017-12-27 16:56:00,7.0,61.0,30.63,10.0,West,6.9,Scattered Clouds,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day,1790.0,2017,12,17,Wednesday
A-4951510,Source1,2,2022-02-08 06:49:00,2022-02-08 09:13:26,33.925781,-112.143945,0.998,Incident on I-17 SB near N NEW RIVER RD Right lane blocked. Expect delays.,I-17,New River,Maricopa,AZ,85087,US,US/Mountain,KDVT,2022-02-08 06:53:00,47.0,30.0,28.57,10.0,CALM,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day,8666.0,2022,2,6,Tuesday
A-1281415,Source2,2,2020-11-04 16:07:26,2020-11-04 17:37:16,39.762691,-84.21968100000002,0.0,Accident on Riverview Ave at Paul Laurence Dunbar St.,W Riverview Ave,Dayton,Montgomery,OH,45402-5915,US,US/Eastern,KFFO,2020-11-04 15:56:00,70.0,32.0,29.36,10.0,S,12.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,5390.0,2020,11,16,Wednesday
A-1640543,Source3,2,2020-02-10 08:03:54,2020-02-10 08:48:30,38.628441,-121.364479,0.0,Right lane blocked due to accident on Whitney Ave near Eastern Ave.,Eastern Ave,Sacramento,Sacramento,CA,95821,US,US/Pacific,KMCC,2020-02-10 07:45:00,46.0,46.0,29.9,10.0,NNW,14.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2676.0,2020,2,8,Monday
A-6997746,Source1,2,2020-06-03 08:46:12,2020-06-03 09:51:10,39.70961,-84.21096999999997,0.0,At Dixie Hwy/Kettering Blvd - Accident., W Dorothy Ln,Moraine,Montgomery,OH,45439-1824,US,US/Eastern,KMGY,2020-06-03 08:53:00,74.0,59.0,28.89,10.0,SW,8.0,Fair,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day,3898.0,2020,6,8,Wednesday
A-2061992,Source2,2,2019-06-20 15:38:47,2019-06-20 16:53:35,40.589779,-75.45565,0.0,Accident on 2nd St Southbound at Adams St.,W Adams St,Allentown,Lehigh,PA,18103-4136,US,US/Eastern,KXLL,2019-06-20 15:35:00,61.66328580940999,64.83104146672403,29.11,10.0,S,5.0,Fair,True,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,4488.0,2019,6,15,Thursday
A-4871053,Source1,2,2022-02-23 15:58:28,2022-02-23 20:22:15,28.633949,-81.40029,2.66,Stationary traffic on FL-414 from I-4 (FL-414) to Rose Ave (FL-414) due to accident., Maitland Blvd,Orlando,Orange,FL,32810-5926,US,US/Eastern,KORL,2022-02-23 15:53:00,87.0,44.0,30.05,10.0,SE,7.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,15827.0,2022,2,15,Wednesday
A-4383604,Source1,2,2022-09-25 20:44:00,2022-09-25 22:18:00,33.555329,-112.112569,0.408,Slow traffic on Black Canyon Fwy S - I-17 S from Dunlap Ave/Exit 207 (I-17) to Northern Ave/Exit 206 (I-17) due to accident.,Black Canyon Fwy S,Phoenix,Maricopa,AZ,85021,US,US/Mountain,KDVT,2022-09-25 20:53:00,89.0,22.0,28.26,10.0,CALM,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,5640.0,2022,9,20,Sunday
A-3878944,Source1,2,2022-06-05 10:14:00,2022-06-06 11:32:59,32.407352,-93.808395,0.14,Incident on SOUTHWOOD near LYNDA LN Drive with caution., Southwood Dr,Shreveport,Caddo,LA,71118-2447,US,US/Central,KSHV,2022-06-05 09:53:00,83.0,65.0,29.62,10.0,SSE,9.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,91139.0,2022,6,10,Sunday
A-3066644,Source2,3,2018-01-15 17:04:27,2018-01-15 17:33:54,39.204735,-76.55974599999998,5.889999866485598,Lane blocked due to accident on I-695 Westbound between Exit 44 MD-695 Broening Hwy and Exit 1 Quarantine Rd.,I-695 E,Curtis Bay,Baltimore City,MD,21226,US,US/Eastern,KDMH,2018-01-15 16:54:00,30.0,66.0,30.51,9.09037644796337,North,7.685489595665097,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,1767.0,2018,1,17,Monday
A-3016719,Source2,2,2018-02-16 16:55:08,2018-02-16 17:54:56,30.233608,-91.994522,0.0,Accident on LA-94 Carmel Dr at Noah St.,Carmel Dr,Lafayette,Lafayette,LA,70501-5203,US,US/Central,KLFT,2018-02-16 16:53:00,77.0,66.0,30.09,10.0,SW,9.2,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,3588.0,2018,2,16,Friday
A-3963313,Source1,2,2022-06-27 10:27:30,2022-06-27 12:56:00,34.013188,-118.056608,1.859,Slow traffic on San Gabriel River Fwy S - I-605 S from Rose Hills Rd (I-605) to Washington Blvd (I-605) due to accident.,I-605 S,Whittier,Los Angeles,CA,90601,US,US/Pacific,KEMT,2022-06-27 10:53:00,84.0,41.0,29.88,10.0,VAR,5.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,8910.0,2022,6,10,Monday
A-1472431,Source2,2,2020-05-18 10:37:42,2020-05-18 11:37:42,40.785046,-74.200272,0.0,Right lane blocked due to accident on Garden State Pkwy Northbound before Exit 148 John F Kennedy Dr.,Garden State Pkwy N,Bloomfield,Essex,NJ,07003,US,US/Eastern,KTEB,2020-05-18 10:51:00,61.0,50.0,30.14,10.0,ENE,7.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,3600.0,2020,5,10,Monday
A-6857822,Source1,2,2020-12-26 02:30:23,2020-12-26 06:36:56,42.334474,-79.590743,2.866,Crash on I-90 - NYS Thruway eastbound at After Exit 60 (I-90) - Westfield (Rte 394) starting 7:28 PM 12/25/2020 [CARS CAD-203600186],I-90 W,Westfield,Chautauqua,NY,14787,US,US/Eastern,KDKK,2020-12-26 02:53:00,20.0,89.0,28.98,0.25,SW,23.0,Heavy Snow / Windy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,14793.0,2020,12,2,Saturday
A-4323940,Source1,2,2022-10-14 16:44:48,2022-10-14 19:16:01,33.761115999999994,-117.92019,0.416,Stationary traffic on Harbor Blvd from Westminster Ave to CA-22/Garden Grove Fwy due to accident., Harbor Blvd,Garden Grove,Orange,CA,92843-4029,US,US/Pacific,KSNA,2022-10-14 16:53:00,70.0,68.0,29.74,10.0,SSW,8.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,9073.0,2022,10,16,Friday
A-2926982,Source2,3,2018-03-05 04:16:13,2018-03-05 05:00:50,45.0439,-93.284477,0.0,Accident on I-94 Westbound after Exit 226 Lyndale Ave.,I-94 W,Minneapolis,Hennepin,MN,55430,US,US/Central,KMIC,2018-03-05 03:53:00,35.1,64.0,29.97,10.0,East,12.7,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,2677.0,2018,3,4,Monday
A-2031018,Source2,2,2019-06-03 08:21:18,2019-06-03 09:51:07,34.773819,-86.538795,0.0,Lane blocked due to accident on US-72 Westbound at Moores Mill Rd.,Highway 72 E,Huntsville,Madison,AL,35811-1510,US,US/Central,KMDQ,2019-06-03 08:15:00,72.0,75.0,29.24,10.0,NNE,7.0,Fair,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day,5389.0,2019,6,8,Monday
A-192761,Source2,2,2016-07-03 12:22:51,2016-07-03 13:07:52,43.010532,-83.614998,0.0,Accident on Genesee Rd at Lapeer Rd.,S Genesee Rd,Burton,Genesee,MI,48509-1830,US,US/Eastern,KFNT,2016-07-03 11:53:00,79.0,34.0,30.12,10.0,Calm,7.685489595665097,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2701.0,2016,7,12,Sunday
A-7064177,Source1,2,2020-06-27 20:26:00,2020-06-27 22:24:23,34.063407,-117.628491,0.0,At E Holt Blvd - Accident., E Holt Blvd,Ontario,San Bernardino,CA,91761-2025,US,US/Pacific,KONT,2020-06-27 20:53:00,68.0,73.0,28.84,10.0,WSW,13.0,Fair,False,False,False,False,False,False,False,False,False,False,False,True,False,Night,Day,Day,Day,7103.0,2020,6,20,Saturday
A-1114192,Source2,2,2021-03-18 18:37:51,2021-03-18 19:07:31,41.871716,-71.055702,0.0,Lane blocked due to accident on MA-24 Southbound at Exits 12 12A 12B MA-140 County St Exits 12A 12B.,MA-24 S,Taunton,Bristol,MA,02780,US,US/Eastern,KTAN,2021-03-18 18:52:00,44.0,93.0,29.8,2.0,VAR,3.0,Rain,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day,1780.0,2021,3,18,Thursday
A-4760295,Source1,2,2022-06-24 22:53:42,2022-06-25 00:13:07,35.01794,-82.183279,0.043,Incident on SC-357 near BRUCE RD Drive with caution., Highway 357,Lyman,Spartanburg,SC,29365-9736,US,US/Eastern,KGSP,2022-06-24 22:53:00,82.0,54.0,29.04,10.0,ESE,7.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,4765.0,2022,6,22,Friday
A-4636563,Source1,2,2023-01-17 11:50:41,2023-01-17 13:05:41,29.699613,-95.382543,0.031,Incident on OLD SPANISH TRL near GRAND BLVD Drive with caution., Old Spanish Trl,Houston,Harris,TX,77054-2211,US,US/Central,KMCJ,2023-01-17 11:53:00,76.0,67.0,29.8,10.0,SW,9.0,Partly Cloudy,False,False,True,False,False,False,True,False,False,False,False,False,False,Day,Day,Day,Day,4500.0,2023,1,11,Tuesday
A-1101468,Source2,2,2021-03-29 06:52:02,2021-03-29 07:53:18,42.477325,-71.217232,0.0,Breakdown lane blocked due to accident on US-3 Southbound near 128.,I-95 S,Burlington,Middlesex,MA,01803,US,US/Eastern,KBED,2021-03-29 06:51:00,42.0,58.0,29.39,10.0,W,17.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,3676.0,2021,3,6,Monday
A-2430225,Source2,3,2018-11-02 15:31:07,2018-11-02 16:00:47,34.236885,-117.425079,0.0,#2 lane blocked due to accident on I-15 Northbound at Exits 123 124 I-215.,Kenwood Ave,San Bernardino,San Bernardino,CA,92407,US,US/Pacific,KSBD,2018-11-02 15:50:00,89.6,13.0,29.98,7.0,SSW,5.8,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,1780.0,2018,11,15,Friday
A-1783898,Source2,2,2019-10-29 07:51:52,2019-10-29 08:51:22,39.884762,-84.271339,0.0,Accident on Frederick Pike at US-40 National Rd.,W National Rd,Vandalia,Montgomery,OH,45377,US,US/Eastern,KDAY,2019-10-29 07:56:00,51.0,92.0,29.03,2.0,SW,6.0,Fog,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day,3570.0,2019,10,7,Tuesday
A-2455614,Source2,2,2018-11-14 21:22:21,2018-11-14 21:51:59,35.313084,-80.704338,0.0,Accident on NC-49 University City Blvd at Halton Park Dr.,University City Blvd,Charlotte,Mecklenburg,NC,28213-9297,US,US/Eastern,KJQF,2018-11-14 20:59:00,42.8,87.0,30.4,7.0,ENE,5.8,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,1778.0,2018,11,21,Wednesday
A-90661,Source2,3,2016-08-18 09:33:18,2016-08-18 10:18:18,33.92145900000001,-116.807121,0.0,#3 &amp; #4 lane blocked and slow traffic due to accident on I-10 Eastbound before Exit 104 Seminole Dr.,I-10 E,Cabazon,Riverside,CA,92230,US,US/Pacific,KBUO,2016-08-18 09:58:00,90.0,17.0,28.31,10.0,CALM,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2700.0,2016,8,9,Thursday
A-1058764,Source2,2,2021-05-05 15:03:05,2021-05-05 16:14:08,37.504677,-121.964279,0.0,Right hand shoulder blocked due to accident on I-880 Southbound at Exit 15 Auto Mall Pkwy.,I-880 S,Fremont,Alameda,CA,94538,US,US/Pacific,KPAO,2021-05-05 14:47:00,72.0,57.0,29.9,10.0,NNW,14.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,4263.0,2021,5,15,Wednesday
A-2749957,Source2,3,2018-06-08 14:22:10,2018-06-08 14:51:54,35.757893,-78.612877,0.0,Accident on I-40 Eastbound at I-40 Exit 300 / Rock Quarry Rd / Curtis Dr.,Rock Quarry Rd,Raleigh,Wake,NC,27610,US,US/Eastern,KRDU,2018-06-08 14:51:00,84.9,53.0,30.14,10.0,SE,4.6,Mostly Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day,1784.0,2018,6,14,Friday
A-5829440,Source1,2,2021-09-10 13:27:03,2021-09-10 13:50:00,30.435561,-85.420526,0.383,Stationary traffic on FL-20 from SW Bob Mayo Ln (FL-20) to US-231 (FL-20) due to accident., Creekhaven,Fountain,Bay,FL,32438,US,US/Central,KVSH,,61.66328580940999,64.83104146672403,29.53898560765659,9.09037644796337,CALM,7.685489595665097,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,1377.0,2021,9,13,Friday
A-1312133,Source2,2,2020-09-24 19:56:13,2020-09-24 20:26:08,34.770302,-82.11251800000002,0.0,Accident on Cooper Bridge Rd at Pierce Cook Rd.,Cooper Bridge Rd,Woodruff,Spartanburg,SC,29388-9118,US,US/Eastern,KSPA,2020-09-24 19:55:00,64.0,88.0,29.19,10.0,NNE,8.0,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day,1795.0,2020,9,19,Thursday
A-4613419,Source1,2,2022-05-02 09:08:00,2022-05-02 10:28:05,38.882235288434586,-121.84360384883,2.9360000000000004,Incident on CA-45 near CR-1 Drive with caution., State Highway 45,Knights Landing,Yolo,CA,95645,US,US/Pacific,KSMF,2022-05-02 08:53:00,61.0,54.0,29.9,10.0,S,14.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,4805.0,2022,5,9,Monday
A-215231,Source2,2,2016-08-28 08:00:59,2016-08-28 09:00:59,40.716431,-73.827538,0.0,Very slow traffic due to accident on Grand Central Pkwy Westbound at Exits 13S 13W 14 15 Jackie Robinson Pkwy.,Union Tpke,Flushing,Queens,NY,11367,US,US/Eastern,KLGA,2016-08-28 07:51:00,75.9,79.0,30.26,10.0,East,5.8,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,3600.0,2016,8,8,Sunday
A-7084102,Source1,3,2020-06-12 12:19:24,2020-06-12 13:04:24,31.86966,-106.44065,0.0,At Hondo Pass Dr - Accident.,Patriot Fwy E,El Paso,El Paso,TX,79904,US,US/Mountain,KBIF,2020-06-12 11:51:00,87.0,31.0,26.19,10.0,ESE,13.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2700.0,2020,6,12,Friday
A-4227473,Source1,2,2022-02-24 16:43:30,2022-02-24 17:13:00,39.714811,-121.800525,0.91,Slow traffic on CA-99 N from Durham Dayton Hwy (CA-99) to E 20th St (CA-99) due to accident.,CA-99,Chico,Butte,CA,95928,US,US/Pacific,KCIC,2022-02-24 16:47:00,55.0,20.0,29.98,25.0,SE,5.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,1770.0,2022,2,16,Thursday
A-5515140,Source1,2,2021-10-29 22:36:00,2021-10-30 01:18:35,40.901626,-74.072499,0.426,Slow traffic on NJ-17 from Woodland Ave to E Passaic St due to accident., Woodland Ave,Rochelle Park,Bergen,NJ,07662-4009,US,US/Eastern,KTEB,2021-10-29 22:51:00,52.0,86.0,29.67,3.0,E,9.0,Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,9755.0,2021,10,22,Friday
A-16458,Source2,2,2016-11-12 13:16:46,2016-11-12 13:46:03,36.916828,-121.751213,0.01,Accident on CA-152 Lake Ave Eastbound at Blackburn St.,Blackburn St,Watsonville,Santa Cruz,CA,95076-4805,US,US/Pacific,KWVI,2016-11-12 12:53:00,72.0,61.0,30.09,10.0,WSW,5.8,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,1757.0,2016,11,13,Saturday
A-1843417,Source2,2,2019-11-25 13:28:44,2019-11-25 14:45:37,35.498638,-97.503304,0.0,Accident on 28th St at Lincoln Blvd.,NE 28th St,Oklahoma City,Oklahoma,OK,73105-4216,US,US/Central,KPWA,2019-11-25 13:53:00,61.0,44.0,28.25,10.0,N,8.0,Fair,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day,4613.0,2019,11,13,Monday
A-3110425,Source2,2,2017-12-06 09:24:40,2017-12-06 10:09:31,41.736561,-88.01226,0.0,Accident on 83rd St at Lemont Rd.,83rd St,Downers Grove,DuPage,IL,60516,US,US/Central,KLOT,2017-12-06 09:15:00,30.2,52.0,30.01,10.0,West,15.0,Clear,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day,2691.0,2017,12,9,Wednesday
A-2961044,Source2,3,2018-03-21 04:36:49,2018-03-21 05:21:29,34.067478,-117.576424,0.0,Right hand shoulder blocked due to accident on I-10 Eastbound before Exit 56 Haven Ave.,I-10 E,Ontario,San Bernardino,CA,91761,US,US/Pacific,KONT,2018-03-21 04:53:00,55.9,60.0,29.93,10.0,Calm,7.685489595665097,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,2680.0,2018,3,4,Wednesday
A-30486,Source2,3,2016-09-07 21:51:46,2016-09-07 22:30:00,37.387672,-121.86618,0.0,Accident on I-680 Northbound at Exit 4 Berryessa Rd.,I-680 N,San Jose,Santa Clara,CA,95132,US,US/Pacific,KSJC,2016-09-07 21:53:00,75.0,43.0,29.97,10.0,SSE,9.2,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,2294.0,2016,9,21,Wednesday
A-6898127,Source1,2,2020-12-17 23:15:00,2020-12-18 02:41:14,30.324447,-97.727282,0.081,Incident on N LAMAR BLVD near HOUSTON ST Drive with caution., N Lamar Blvd,Austin,Travis,TX,78751-1016,US,US/Central,KATT,2020-12-17 22:51:00,47.0,59.0,29.54,10.0,S,6.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,12374.0,2020,12,23,Thursday
A-1665651,Source2,2,2020-02-24 09:46:06,2020-02-24 10:33:00,39.736832,-104.991661,0.0,Accident on 13th Ave at Cherokee St.,Cherokee St,Denver,Denver,CO,80204,US,US/Mountain,KBJC,2020-02-24 09:45:00,36.0,35.0,24.27,10.0,WSW,9.0,Mostly Cloudy,False,False,True,False,False,True,False,False,False,False,False,True,False,Day,Day,Day,Day,2814.0,2020,2,9,Monday
A-1849447,Source2,2,2019-11-27 17:21:49,2019-11-27 19:09:50,37.461109,-122.140617,0.8799999952316284,Entry ramp to Us-101 Northbound from University Ave Northbound restrictions on entry ramp due to accident.,University Ave,Palo Alto,San Mateo,CA,94303,US,US/Pacific,KPAO,2019-11-27 16:47:00,46.0,76.0,29.53,10.0,VAR,5.0,Showers in the Vicinity,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day,6481.0,2019,11,17,Wednesday
A-2532916,Source2,2,2018-10-21 12:07:24,2018-10-21 12:37:11,39.085266,-76.84734300000002,0.0,Accident on MD-197 Laurel Bowie Rd Southbound at Cherry Ln.,Laurel Bowie Rd,Laurel,Prince George's,MD,20708,US,US/Eastern,KFME,2018-10-21 12:21:00,50.0,47.0,30.13,10.0,WNW,17.3,Scattered Clouds,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day,1787.0,2018,10,12,Sunday
A-6748443,Source1,2,2020-09-20 17:51:30,2020-09-20 22:57:30,40.602291,-74.057765,0.387,Slow traffic lane closed from I-278/Verrazano-Narrows Bridge (Verrazano-Narrows Bridge (Upper Level)) to Belt Pkwy (Verrazano-Narrows Bridge (Upper Level)) due to accident.,I-278 E,Staten Island,Richmond,NY,10305,US,US/Eastern,KEWR,2020-09-20 17:51:00,62.0,28.0,30.49,10.0,NNE,12.0,Fair,False,False,True,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,18360.0,2020,9,17,Sunday
A-6315593,Source1,2,2021-09-02 06:27:00,2021-09-02 10:04:30,34.060497,-118.21497,4.822,Slow traffic on Golden State Fwy N - I-5 N from Mission Rd (I-5) to Glendale Blvd (I-5) due to accident.,Golden State Fwy N,Los Angeles,Los Angeles,CA,90031,US,US/Pacific,KCQT,2021-09-02 06:52:00,67.0,76.0,29.72,10.0,CALM,0.0,Cloudy,False,False,False,False,False,False,False,False,True,False,False,False,False,Day,Day,Day,Day,13050.0,2021,9,6,Thursday
A-314062,Source2,3,2016-07-29 10:27:49,2016-07-29 11:12:49,47.758678,-122.184227,0.0,Slow traffic due to accident on I-405 Southbound at Exits 23 23B 24 WA-522.,I-405 S,Bothell,King,WA,98011,US,US/Pacific,KPAE,2016-07-29 10:53:00,72.0,64.0,30.01,10.0,North,4.6,Clear,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2700.0,2016,7,10,Friday
A-959807,Source2,3,2021-07-27 21:59:14,2021-07-27 23:27:30,39.030361,-84.470741,0.0,Roadway reduced to one lane due to accident on I-275 Westbound after Johns HIll Rd.,I-275 E,Newport,Campbell,KY,41076,US,US/Eastern,KLUK,2021-07-27 21:53:00,73.0,84.0,29.5,10.0,CALM,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day,5296.0,2021,7,21,Tuesday
A-6972843,Source1,2,2020-11-21 00:48:49,2020-11-21 02:56:05,37.408038,-77.65622900000002,0.088,Incident on HULL STREET RD near HULL STREET RD Drive with caution.,Hull Street Rd,Midlothian,Chesterfield,VA,23112,US,US/Eastern,KFCI,,61.66328580940999,64.83104146672403,29.53898560765659,9.09037644796337,CALM,7.685489595665097,Fair,False,False,False,False,False,False,False,False,False,False,False,True,False,Night,Night,Night,Night,7636.0,2020,11,0,Saturday
A-374299,Source2,3,2017-03-15 10:57:18,2017-03-15 11:26:51,41.874073,-72.662834,0.01,Left lane closed due to accident on I-91 Southbound after Exits 38 38A-38B CT-75 Poquonock Ave.,I-91 S,Windsor,Hartford,CT,06095,US,US/Eastern,KBDL,2017-03-15 10:51:00,21.0,55.0,29.49,10.0,West,15.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day,1773.0,2017,3,10,Wednesday
A-5612187,Source1,2,2021-06-04 17:58:43,2021-06-04 20:27:58,25.76972300000001,-80.33341300000002,0.203,Slow traffic on County Hwy-913 - FL-973 from NW 84th Ave to Park Blvd due to accident., W Flagler St,Miami,Miami-Dade,FL,33126,US,US/Eastern,KMIA,2021-06-04 17:53:00,83.0,74.0,30.0,10.0,SE,12.0,Mostly Cloudy,False,False,True,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,8955.0,2021,6,17,Friday
A-7600523,Source1,2,2018-03-02 13:44:06,2018-03-02 19:44:06,41.56822,-87.35028,0.645,At Grant St/Exit 9 - Accident.,I-94 W,Gary,Lake,IN,46407,US,US/Central,KGYY,2018-03-02 13:45:00,39.2,52.0,30.47,15.0,NNE,8.1,Scattered Clouds,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,21600.0,2018,3,13,Friday
A-384152,Source2,2,2017-03-30 13:13:17,2017-03-30 13:43:03,40.171524,-75.12782299999998,0.0,Accident on Blair Mill Rd at PA-611 Easton Rd.,Easton Rd,Horsham,Montgomery,PA,19044-3101,US,US/Eastern,KLOM,2017-03-30 13:15:00,44.6,49.0,30.21,10.0,Calm,7.685489595665097,Overcast,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day,1786.0,2017,3,13,Thursday
